fecha,tarea,proyecto,bloque,horainicio,horafin,comentario,notas
03/06/2026,Revisión de espirotubo en bloque,BLOR,B113,11:05,15:01,Revisión de los espirotubos en B113,
03/06/2026,COMIDA,COM,GENERAL,15:01,15:31,COMIDA,
03/06/2026,Revisión de espirotubo en bloque,BLOR,B113,15:31,16:00,Revisión de los espirotubos en B113,
04/06/2026,AOYV,DES,GENERAL,6:38,7:07,AOYV,
04/06/2026,Revisión de espirotubo en bloque,BLOR,B113,7:07,8:30,Revisión de los espirotubos en B113  3301,
04/06/2026,Revisión de materiales y troceado de ductos,BLOR,B323,8:30,15:00,Revisión y troceado de ductos en bloque B323  1602  1604  1603  1605. 1606  1607,
04/06/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
04/06/2026,Revisión de Excel HVAC,PROG,GENERAL,15:30,16:00,Revisión de la Excel HVAC  implementando los pantalones,
05/06/2026,AOYV,DES,GENERAL,6:43,7:00,AOYV,
05/06/2026,Revisión de materiales,BLOR,B323,7:00,10:00,Revisión de materiales en ductos 1202  1203  1204,
05/06/2026,Descanso 20',DES,GENERAL,10:00,10:18,Descanso 20',
05/06/2026,Revisión de materiales,BLOR,B323,10:18,13:00,Revisión de materiales en ductos 1204  1205  1608  1610  1609  1611,EMPEZAR CON 1612  que es igual al final con damper del 1611 damper de 325x1225
06/06/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/7/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/8/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/9/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/10/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/11/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/12/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/15/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/16/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/17/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/18/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
6/19/2026,VACACIONES,VAC,GENERAL,7:00,16:00,VACACIONES,
22/06/2026,AOYV,DES,GENERAL,6:39,7:02,AOYV,
22/06/2026,Revisión de materiales,BLOR,B323,7:02,10:39,Revisión de materiales ducto 1612  F201,
22/06/2026,Ciberseguridad #17,INT,GENERAL,10:39,10:47,Ciberseguridad #17,
22/06/2026,Revisión de materiales,BLOR,B323,10:47,15:00,Revisión de materiales ducto F202  F203,
22/06/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
22/06/2026,Revisión de rejillas en ductos circulares,BLOR,B313,15:30,16:00,Revisión de rejillas en ductos circulares B313,
23/06/2026,AOYV,DES,GENERAL,6:37,6:58,AOYV,
23/06/2026,Revisión de materiales,BLOR,B323,6:58,7:56,Revisión de materiales 3201,
23/06/2026,Fallo en sesión de Navantia por cambio de contraseña,BLOR,GENERAL,7:56,10:37,Fallo en sesión de Navantia por cambio de contraseña. Mientras tanto se está implementando excel con el cálculo para ductos circulares  fabricados y de espirotubo  las medidas para bridas estancas y no estancas  así como la rejilla conectada a la misma,
23/06/2026,Ciberseguridad píldora,INFO,,9:48,9:52,Ciberseguridad pildora,
23/06/2026,Revisión de materiales,BLOR,B323,10:37,13:24,Revisión de materiales 3201,
23/06/2026,Ciberseguridad #18,INT,GENERAL,13:24,13:30,Ciberseguridad #18,
23/06/2026,Troceado de conductos para inserción de bridas/juntas,BLOR,B323,13:30,14:15,Troceado de ductos para inserción de bridas/juntas,
23/06/2026,Reunión Ángel Figueroa Pulido  Carlos Pereira Aparicio  María Isabel Luaces Tenreiro  Vanesa Gabia Barcia  José Antonio Manteiga Presedo,BLOR,B102,14:15,14:38,Varios tema atributos en bloques. Como atributar se verá más tarde con Ángel Figueroa Pulido,
23/06/2026,Reunión con Ángel Figueroa Pulido para cambio atributos bloque,BLOR,B112,14:38,15:00,Cambio de atributos en B112,
23/06/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
23/06/2026,Varios herramienta atributos de usuario,BLOR,B112,15:30,16:00,Varios herramienta atributos de usuario,
25/06/2026,AOYV,DES,GENERAL,6:36,7:04,AOYV,
25/06/2026,Troceado de conductos para inserción de bridas/juntas,BLOR,B323,7:04,15:00,Troceado de ductos para inserción de bridas/juntas 1606  1607  1608  1609  1611  1612  1202  1203  1204  1205,
25/06/2026,COMIDA,COM,GENERAL,15:00,15:31,COMIDA,
25/06/2026,Troceado de conductos para inserción de bridas/juntas,BLOR,B323,15:31,16:00,Troceado de ductos para inserción de bridas/juntas,
26/06/2026,AOYV,DES,GENERAL,6:43,7:14,AOYV,
26/06/2026,Troceado de conductos para inserción de bridas/juntas,BLOR,B323,7:14,10:14,Troceado de ductos para inserción de bridas/juntas,
26/06/2026,Descanso 20',DES,GENERAL,10:14,10:35,Descanso 20',
26/06/2026,Troceado de conductos para inserción de bridas/juntas,BLOR,B323,10:35,11:22,Troceado de ductos para inserción de bridas/juntas F204  F205  F206,
26/06/2026,Interferencias en bloque,BLOR,B323,11:22,12:36,Interferencias en bloque,
26/06/2026,Varios,DES,GENERAL,12:36,13:00,Varios,
29/06/2026,AOYV,DES,GENERAL,6:36,7:45,AOYV,
29/06/2026,Interferencias en bloque,BLOR,B323,7:45,9:39,Interferencias en bloque,
29/06/2026,Inserción de soportes,BLOR,B123,9:39,15:00,Inserción de soportes D-B123-21EB30S009  D-B123-21EB30S010  21EA30S016  21EA30S017  21EA30S019  21EA30S021  21EA30S022  21EA30S023  21EA30S024  21EA30S025,
29/06/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
29/06/2026,Varios excel,PROG,GENERAL,15:30,16:00,Varios excel,
30/06/2026,AOYV,DES,GENERAL,6:38,7:10,AOYV,
30/06/2026,Inserción de soportes,BLOR,B123,7:10,12:30,Inserción de soportes 21EA30S027  21EA30S0028  21EB30S011  21EA30S028 a 21EA30S033  11EA30S006  11EA30S007  21EA15S003 a 21EA15S005,Borrar en B123 21EA30S021  21EA30S025 21EA30S026  21EB30S012
30/06/2026,Reunión con Ángel Figueroa Pulido y Miguel Ángel Calvo por Teams,BLOR,B123,12:30,12:52,"Se informa de que el ducto F403 interfiere con llantas y baos  y se llega a una propuesta  para posterior análisis y presentación al cliente, aparte que lo vea Miguel el 6/07/26",
30/06/2026,Realización de propuesta alternativa a ducto F403,BLOR,B123,12:52,14:24,Se modela la propuesta que se va a presentar al cliente,
30/06/2026,Inserción de soportes,BLOR,B123,14:24,15:00,Inserción de soportes en F404 y F405,
30/06/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
30/06/2026,Nuevo ducto TEST para salvar perfilería estructural,BLOR,B123,15:30,16:00,Nuevo ducto TEST para salvar perfilería estructural,
01/07/2026,AOYV,DES,GENERAL,6:35,7:11,AOYV,
01/07/2026,Nuevo ducto TEST para salvar perfilería estructural,BLOR,B123,7:11,7:30,Nuevo ducto TEST para salvar perfilería estructural,
01/07/2026,Inserción de soportes,BLOR,B113,7:30,10:41,Inserción de soportes en ducto 1402  21EA30S037  21EA30S038. En ducto 1403 11EA30S012  11EA00S003  21EA302S039. Ducto 1806  21EA30S040  21EA30S041  21EA30S042  21EA30S043. Ducto 1805  11EA10S003  11EA30S013. Ducto F304  11EB10S007  11EB30S002  11EB15S002  11EB30S003  11EB30S004.,
01/07/2026,Reunión con Ángel Figueroa Pulido y Miguel Ángel Calvo por Teams,BLOR,B113,10:41,11:06,Consideración de soportes en línea 1811  1808  ,
01/07/2026,Inserción de soportes,BLOR,B113,11:06,11:14,Inserción de soportes,
01/07/2026,Descanso 20',DES,GENERAL,11:14,11:31,Descanso 20',
01/07/2026,Inserción de soportes,BLOR,B113,11:31,11:56,Inserción de soportes en ducto 1808 11MB30S001  21MA30S001  21MA30S002  21MA30S003  21MA30S004,
01/07/2026,Ciberseguridad píldora #19,INT,GENERAL,11:56,12:05,Ciberseguridad píldora #19,
01/07/2026,Inserción de soportes,BLOR,B113,12:05,13:46,Inserción de soportes en ducto 1811 21EA30S044  21EA30S045  21EA30S046  21EA30S047  21EA30S048  21EA30S049,
01/07/2026,Varios excel,PROG,GENERAL,13:46,14:01,Varios excel,
02/07/2026,AOYV,DES,GENERAL,6:35,7:01,AOYV,
02/07/2026,Inserción de soportes,BLOR,B113,7:01,11:00,Inserción de soportes en ducto 1805 21EA30S050  21EA30S051. Ducto 1405 21EA30S052  21ES30S053  21EA302S54  21EA30S055. Ducto 1406 11EA05S00  11EA30S013.,
02/07/2026,Descanso 20',DES,GENERAL,11:00,11:20,Descanso 20',
02/07/2026,Inserción de soportes,BLOR,B113,11:20,13:35,Inserción de soportes en ducto F301 11EB15S003  11EB05S001. Ducto F305 11EB15S002  11EB30S005  21EB30S015. Ducto F306 21EBS016. Ducto F304 21EB00S001. Ducto 1808 21EA30S056,
02/07/2026,Varios excel,PROG,GENERAL,13:35,14:00,Varios excel,
03/07/2026,AOYV,DES,GENERAL,6:41,7:35,AOYV,
03/07/2026,Inserción de soportes,BLOR,B313,7:35,9:58,Inserción de soportes. Ducto 2101 21EB30S017  21EB30S018. Ducto 2103 21EB30S019  11EB30S006  11EB20S001. Ducto 0902 21EA30S057  11EA00S005  11EA30S014.,
03/07/2026,Descanso 20',DES,GENERAL,9:58,10:15,Descanso 20',
03/07/2026,Inserción de soportes,BLOR,B313,10:15,11:58,Inserción de soportes en ducto F106 21EB30S021  Ducto F104 21EB30S022  21EB30S023  21EB30S023  21EB00S002  21EB10S001. Ducto F102 11EB30S008. Ducto F103 21EB30S024  21EB30S025  21EB30S026,
03/07/2026,Inserción de soportes,BLOR,B323,11:58,12:34,Inserción de soportes. Ducto 1204 21EA00S003  21EA30S059,
06/07/2026,AOYV,DES,GENERAL,6:38,7:12,AOYV,
06/07/2026,Inserción de soportes,BLOR,B323,7:12,9:51,Inserción de soportes. Ducto 1204 21EA30S061  21EA30S060  21EA30S059  21EA00S003 . Ducto 1606 21EA30S063  21EA30S064  21EA30S065  21EA30S066  21EA30S067  21EA30S068  21EA30S069 y 21EA30S070. ,
06/07/2026,Descanso 20',DES,GENERAL,9:51,10:10,Descanso 20',
06/07/2026,Inserción de soportes,BLOR,B323,10:10,12:02,Inserción de soportes. Ducto 1605 21EA10S004  21EA30S0071. Ducto 1609 21EA30S072.,
06/07/2026,Reunión por Teams con Miguel,BLOR,GENERAL,12:02,12:12,Se informa a Miguel del estado de los distintos bloques y lo realizado durante su ausencia (básicamente lo indicado en las tarjetas de tareas).,
06/07/2026,Inserción de soportes,BLOR,B323,12:12,13:58,Inserción de soportes. Ducto F206 21EB30S027  21EB00S004  21EB00S005. Ducto F201 21EB00S006  21EB10S002,
07/07/2026,AOYV,DES,GENERAL,6:38,7:09,AOYV,
07/07/2026,Inserción de soportes,BLOR,B323,7:09,9:00,Inserción de soportes. Ducto F201 21EB30S028  21EB30S029. Ducto 1608 21EA30S073  21EA30S074  21EA30S075  21EA30S0076,
07/07/2026,Checklist B123,BLOR,B123,9:00,9:52,Checklist B123,
07/07/2026,Descanso 20',DES,GENERAL,9:52,10:12,Descanso 20',
07/07/2026,Checklist B123,BLOR,B123,10:12,11:00,Checklist B123. Ducto 2007,
07/07/2026,Reunión Miguel  Ángel  José Antonio,BLOR,GENERAL,11:00,12:00,Reunión para ver estado del proyecto BLOR,
07/07/2026,Búsqueda porque se están metiendo bridas no estancas en ductos GS2 de cámaras de máquinas,BLOR,GENERAL,12:00,13:42,Búsqueda porque se están metiendo bridas no estancas en ductos GS2 de cámaras de máquinas,Pantallazo de Miguel  realizado el 7/7/26 donde el 29/04/26 se indica que las bridas de los conductos de cámara de máquinas con espesor 2 mm puede ser brida no estanca
07/07/2026,Varios excel,PROG,GENERAL,13:42,13:53,Varios excel,
08/07/2026,AOYV,DES,GENERAL,6:37,7:00,AOYV,
08/07/2026,Checklist B123,BLOR,B123,7:00,9:14,Checklist B123,
08/07/2026,Ciberseguridad #20,INT,GENERAL,9:14,09:19,Ciberseguridad #20  cadena de suministro,
08/07/2026,Checklist B123,BLOR,B123,9:19,10:13,Checklist B123,
08/07/2026,Descanso 20',DES,GENERAL,10:13,10:30,Descanso 20',
08/07/2026,Checklist B123,BLOR,B123,10:30,13:53,Checklist B123,
09/07/2026,AOYV,DES,GENERAL,6:37,6:54,AOYV,
09/07/2026,Checklist B123,BLOR,B123,6:54,09:53,Checklist B123,
09/07/2026,Descanso 20',DES,GENERAL,9:53,10:13,Descanso 20',
09/07/2026,Checklist B313,BLOR,B313,10:13,11:45,Checklist B313,Plantilla en E:\TRABAJO\09_HVAC\01_LISTAS DE CHEQUEO
09/07/2026,Reunión con Althay formación FDESIGN,FOR,GENERAL,11:45,13:30,Formación FDESIGN,
09/07/2026,Reunión con Miguel,BLOR,GENERAL,13:30,13:52,"Reunión con Miguel  acerca de carpetas de BLUE_ORIGIN en sesión de Navantia  así como la carpeta donde se guardan los planos comentados \\bctecnica\08_HVAC\Planos\_Revisión planos
TARJETAS EN KANBAN ANALIZARLAS EN DETALLE",
10/07/2026,AOYV,DES,GENERAL,6:37,7:20,AOYV,
10/07/2026,Modificación de planos en FDESIGN,BLOR,B112,7:20,9:11,Modificación de planos de disposición de B112,
10/07/2026,Modificación de planos en FDESIGN,BLOR,B112,9:11,9:25,Modificación de plano de despiece ductos de B112,
10/07/2026,Reunión por Teams con Althay,BLOR,GENERAL,9:25,9:45,Varios,
10/07/2026,Varios FDESIGN,FOR,GENERAL,9:45,9:58,Varios FDESIGN,
10/07/2026,Reunión con Miguel por teams,BLOR,GENERAL,9:58,10:09,Vistazo a FDESIGN,
10/07/2026,Descanso 20',DES,GENERAL,10:09,10:25,Descanso 20',
10/07/2026,Varios FDESIGN,FOR,GENERAL,10:25,10:58,Varios FDESIGN,
10/07/2026,Reunión con Miguel por teams,BLOR,GENERAL,10:58,11:22,Reunión con Miguel acerca de FDESIGN. Realizar consultas a Althay,
10/07/2026,Varios FDESIGN,FOR,GENERAL,11:22,12:56,Búsqueda donde se pueden ver los distintos spools desde FDESIGN,
13/07/2026,AOYV,DES,GENERAL,6:37,6:52,AOYV,
13/07/2026,Varios FDESIGN,BLOR,B112,6:52,7:02,Varios FDESIGN,
13/07/2026,Encuesta seguridad salud,DES,GENERAL,7:02,7:09,Encuesta seguridad salud,
13/07/2026,Cambios en planos FDesign,BLOR,B122,7:09,12:55,Cambios en planos con FDesign,
13/07/2026,Reunión por Teams con Miguel,BLOR,B102,12:55,13:00,Reunión acerca de comentarios en B102,
13/07/2026,Comprobación de disposición  ductos y soportes,BLOR,B112,13:00,13:55,Comprobación de disposición  ductos y soportes.,
14/07/2026,AOYV,DES,GENERAL,6:37,7:00,AOYV,
14/07/2026,Revisión de planos B102,BLOR,B102,7:00,8:11,Revisión de planos B102,
14/07/2026,Reunión por Teams con Miguel,BLOR,B102,8:11,8:16,Nuevos elementos a incluir en planos 016N  017N  018N,
14/07/2026,Revisión de planos B102,BLOR,B102,8:16,9:41,Revisión de planos B102,
14/07/2026,Reunión con Nerea del Carmen (Canarias),BLOR,B102,9:41,9:48,Aclaración de varios puntos para HVAC,
14/07/2026,Revisión de planos B102,BLOR,B102,9:48,11:45,Revisión de planos B102,
14/07/2026,Reunión con Miguel,BLOR,B102,11:45,11:50,Vistazo al estado de la revisión del B102  y una duda con una cota,
14/07/2026,Revisión de planos B102,BLOR,B112,11:50,13:33,Revisión de planos B112,
14/07/2026,Varios FDesign,FOR,GENERAL,13:33,13:53,Varios FDesign,
14/07/2026,Varios excel,DES,GENERAL,13:48,13:59,Varios excel,
15/07/2026,AOYV,DES,GENERAL,6:37,7:00,AOYV,
15/07/2026,Impresión planos B112 revisados,BLOR,B112,7:00,7:27,Impresión planos revisados B112,
15/07/2026,Revisión planos B102,BLOR,B102,7:27,9:39,Revisión planos B102,
15/07/2026,Reunión con Miguel,BLOR,B112,9:39,9:41,Reunión con Miguel acerca de planos B112 listos,
15/07/2026,Revisión planos B102,BLOR,B102,9:41,10:06,Revisión planos B102,
15/07/2026,Reunión con Miguel,BLOR,B112,10:06,10:13,Reunión con Miguel,
15/07/2026,Revisión planos B102,BLOR,B102,10:13,10:45,Revisión planos B102,
15/07/2026,Revisión planos B112,BLOR,B112,10:45,11:36,Revisión planos B112,
15/07/2026,Reunión Miguel  Althay  José Antonio,BLOR,GENERAL,11:36,12:22,Aclaración de varios puntos con Miguel y Althay  así como consulta a Serah  respecto a planos y especificaciones de bloques del BLOR,
15/07/2026,Varios recopilación tareas tras reunión por teams,BLOR,GENERAL,12:22,12:28,Varios recopilación tareas,
15/07/2026,Revisión planos B301,BLOR,B301,12:28,12:32,Revisión B301,
15/07/2026,Ciberseguridad píldora #21,DES,GENERAL,12:32,12:34,Ciberseguridad píldora #21,
15/07/2026,Revisión planos B301,BLOR,B301,12:34,12:55,Revisión B301,
15/07/2026,Reunión con Miguel por teams,BLOR,B122,12:55,13:03,Reunión con Miguel por Teams,
15/07/2026,Reunión con Miguel por Teams,BLOR,B112,13:03,13:12,Reunión acerca comentarios en B112,
15/07/2026,Revisión planos B122,BLOR,B122,13:12,13:53,Revisión planos B122 considerando tarjetas  escalas y tamaños de letra,
16/07/2026,AOYV,DES,GENERAL,6:37,6:49,AOYV,
16/07/2026,Revisión planos B122,BLOR,B122,6:49,7:30,Revisión planos B122 considerando tarjetas  escalas y tamaños de letra,
16/07/2026,Revision planos B301,BLOR,B301,7:30,8:25,Revisión plano disposición B301,
16/07/2026,Revisión plano disposición B112,BLOR,B112,8:25,8:50,Revisión disposición B112,
16/07/2026,Revisión plano disposición B122,BLOR,B122,8:50,9:23,Revisión disposición B122,
16/07/2026,Revision planos B301,BLOR,B301,9:23,9:59,Revisión plano disposición B301,
16/07/2026,Descanso 20',DES,GENERAL,9:59,10:19,Descanso 20',
16/07/2026,Reunión por bloques B112 y B122,BLOR,B112-B122,10:19,10:41,Reunión con cambios en B112 y B122,
16/07/2026,Reunión por bloques B112 y B122,BLOR,B112-B122,10:41,11:18,Reunión con cambios en B112 y B122,
16/07/2026,Revision planos B301,BLOR,B301,11:18,13:41,Revisión planos ductos B301,
17/07/2026,AOYV,DES,GENERAL,6:41,7:05,AOYV,
17/07/2026,Revisión planos B301,BLOR,B301,7:05,8:20,Revisión planos B301,
17/07/2026,Planos B321,BLOR,B321,8:20,9:59,Planos B321,
17/07/2026,Descanso 20',DES,GENERAL,9:59,10:14,Descanso 20',
17/07/2026,Revisión planos B301,BLOR,B301,10:14,12:02,Revisión planos B301,
17/07/2026,Planos B321,BLOR,B321,12:02,12:46,Planos B321,
20/07/2026,AOYV,DES,GENERAL,6:38,7:02,AOYV,
20/07/2026,Revision planos B301,BLOR,B301,7:02,7:51,Revisión planos B301  disposición y soportes,
20/07/2026,Revisión planos B101,BLOR,B101,7:51,8:20,Planos B101  actualización de acuerdo a notas generales tarjetas,
20/07/2026,Revisión planos B301,BLOR,B301,8:20,8:48,Revisión planos B301,
20/07/2026,Revisión planos B101,BLOR,B101,8:48,9:40,Plano de disposición  B101  actualización de acuerdo a notas generales tarjetas y plano de disposición de B112 (todo en una hoja),
20/07/2026,Revisión planos B101,BLOR,B101,9:40,9:56,Plano de ductos B101.,
20/07/2026,Descanso 20',DES,GENERAL,9:56,10:07,Descanso 20',
20/07/2026,Revisión planos disposición B301,BLOR,B301,10:07,10:12,Revisión planos disposición B301. Comentarios con Sergio Arroyo para reescalado de secciones en plano de disposición,
2026-07-20,Reunión por Teams con Sergio Arroyo,BLOR,B301,10:12,10:56,Reunión con Sergio Arroyo,
2026-07-20,Revisión de bloque B101,BLOR,B101,10:56,10:56,Planos B101  actualización de acuerdo a notas generales tarjetas,
2026-07-20,Reunión por Teams con Miguel,BLOR,GENERAL,10:56,11:07,Reunión por Teams con Miguel  varios,
2026-07-20,Revisión planos bloque B101,BLOR,B101,11:07,12:45,Varios planos B101,
2026-07-20,Reunión por Teams con Miguel,BLOR,GENERAL,12:45,12:55,Varios,
2026-07-20,Revisión planos B301,BLOR,B301,12:55,13:36,Varios B301,
2026-07-20,Reunión por Teams con Miguel,BLOR,GENERAL,13:36,13:50,Varios para realización de plano para presentar a Sociedad de Clasificación,
2026-07-20,Varios,BLOR,B101,13:50,13:55,Varios B101,
2026-07-21,AOYV,DES,GENERAL,6:37,7:03,Varios,
2026-07-21,Modificación planos B101,BLOR,B101,7:03,7:13,Finalización de planos B101. Planos de ductos,
2026-07-21,Planos  de soportes B101,BLOR,B101,7:13,7:33,Finalización de planos B101. Planos de soportes,
2026-07-21,Planos SdC en Microstation,BLOR,GENERAL,7:33,13:53,Planos para SdC en Microstation,
2026-07-22,VACACIONES,VAC,GENERAL,7:00,14:00,VACACIONES,
2026-07-23,Planos sSdC en Microstation,BLOR,GENERAL,6:39,12:50,Planos SdC Microstation,
2026-07-23,Descanso 20',DES,GENERAL,12:50,13:10,Descanso 20',
2026-07-23,Planos sSdC en Microstation,BLOR,GENERAL,13:10,13:53,Planos SdC Microstation. Peleando con la hoja 002A FAN LIST,
2026-07-24,AOYV,DES,GENERAL,6:38,7:00,AOYV,
2026-07-24,Planos SdC en Microstation,BLOR,GENERAL,7:00,9:32,Planos SdC Microstation. 002A  plantas cubiertas 003A  003B,
2026-07-24,Descanso 20',DES,GENERAL,9:32,9:48,Descanso 20',
2026-07-24,Planos SdC en Microstation,BLOR,GENERAL,9:48,10:11,Planos SdC Microstation. 002A  plantas cubiertas 003A  003B,
2026-07-24,Reunión por Teams con Miguel,BLOR,GENERAL,10:11,10:23,Comentarios a los planos para enviar a la SdC,
2026-07-24,Planos SdC en Microstation,BLOR,GENERAL,10:23,12:10,Planos SdC Microstation. Modificaciones varias,
2026-07-24,Ciberseguridad píldora #22,INT,GENERAL,12:10,12:27,Ciberseguridad píldora #22,
2026-07-24,Planos SdC en Microstation,BLOR,GENERAL,12:27,12:54,Planos SdC Microstation. Modificaciones varias,
2026-07-27,AOYV,DES,GENERAL,6:36,6:54,AOYV,
2026-07-27,Planos SdC en Microstation,BLOR,GENERAL,6:54,12:19,Planos SdC Microstation. Modificaciones varias,
2026-07-27,Reunión por Teams con Miguel comentarios a planos,BLOR,GENERAL,12:19,12:52,Comentarios a los planos para enviar a la SdC,
2026-07-27,Planos SdC en Microstation,BLOR,GENERAL,12:52,13:00,Revisión de planos de acuerdo a comentarios de Miguel,
2026-07-27,Descanso 20',DES,GENERAL,13:00,13:15,Descanso 20',
2026-07-27,Planos SdC en Microstation,BLOR,GENERAL,13:15,13:55,Revisión de planos de acuerdo a comentarios de Miguel,
2026-07-28,AOYV,DES,GENERAL,6:36,6:58,AOYV,
2026-07-28,Planos SdC en Microstation,BLOR,GENERAL,6:58,13:49,Revisión de planos de acuerdo a comentarios de Miguel,
2026-07-29,AOYV,DES,GENERAL,6:32,6:54,AOYV,
2026-07-29,Planos SdC en Microstation,BLOR,GENERAL,6:54,13:52,Revisión de planos de acuerdo a comentarios de Miguel,
2026-07-30,AOYV,DES,GENERAL,6:30,6:55,AOYV,
2026-07-30,Planos SdC en Microstation,BLOR,GENERAL,6:55,12:07,Realización en espacio modelo los planos correspondientes a las cubiertas del buque hojas 003XXX,
2026-07-30,Descanso 20',DES,GENERAL,12:07,12:27,Descanso 20',
2026-07-30,Planos SdC en Microstation,BLOR,GENERAL,12:27,13:46,Revisión de planos generados en pdf  comparándolos con los comentados y los originales.,
2026-07-31,AOYV,DES,GENERAL,6:35,6:52,AOYV,
2026-07-31,Planos SdC en Microstation,BLOR,GENERAL,6:52,12:18,Revisión de planos de acuerdo a comentarios de Miguel,
2026-07-31,Descanso 20',DES,GENERAL,12:18,12:38,Descanso 20',
2026-07-31,Planos SdC en Microstation,BLOR,GENERAL,12:38,13:36,Revisión de planos de acuerdo a comentarios de Miguel,
2026-08-03,AOYV,DES,GENERAL,6:36,7:21,AOYV,
2026-08-03,Varios,FOR,GENERAL,7:21,7:25,Vistazo en Microstation  poner unos niveles por encima de otros.,
2026-08-03,Actualizaciones del sistema,DES,GENERAL,7:25,7:37,Actualizaciones del sistema,
2026-08-03,Varios,FOR,GENERAL,7:37,11:00,Vistazo en Microstation  poner unos niveles por encima de otros.,Recuperación del fichero de backup por problemas varios
2026-08-03,Revisión planos B302,BLOR,B302,11:00,13:00,Revisión plano disposición B302,
2026-08-03,Descanso 20',DES,GENERAL,13:00,13:20,Descanso 20',
2026-08-03,Revisión planos B302,BLOR,B302,13:20,13:51,Revisión de planos ductos B302,
2026-08-04,AOYV,DES,GENERAL,6:33,7:06,AOYV,
2026-08-04,Revisión planos B302,BLOR,B302,7:06,8:20,Revisión de planos ductos B302,
2026-08-04,Reunión por teams con Miguel,BLOR,B102,8:20,8:31,Cambios en planos bridas y juntas de ductos  diámetro taladros de 12 a 10 mm,
2026-08-04,Revisión de planos B102,BLOR,B102,8:31,9:20,Cambio en taladros de bridas rectangulares no estancas y juntas  se pasa de diámetro 12 a diámetro 10 mm  de acuerdo al estándar,
2026-08-04,Revisión planos B302,BLOR,B302,9:20,10:07,Impresión planos B302,
2026-08-04,Experimentos con el plano de Microstation,FOR,GENERAL,10:07,11:01,Experimentando con copia del plano de Microstation  para conseguir poner los elementos de color negro  sobre los de color gris,Fichero guardado en la carpeta downloads. A la espera de que mi RT me dé más trabajo
2026-08-04,Plano SdC de Microstation,BLOR,GENERAL,11:01,12:02,Modificación de los objetos que simulan texto a entidad de texto editable,
2026-08-04,Descanso 20',DES,GENERAL,12:02,12:18,Descanso 20',
2026-08-04,Plano SdC de Microstation,BLOR,GENERAL,12:18,12:32,Modificación de los objetos que simulan texto a entidad de texto editable,
2026-08-04,Plano SdC de Microstation,BLOR,GENERAL,12:32,12:35,Modificación hoja 003C,
2026-08-04,Reunión por Teams con Miguel,BLOR,GENERAL,12:35,12:50,intento de conversión de ductos  elementos hvac y equipos de todo el buque (solo hvac) a .jt. A Miguel le dio fallos  y a mi tambien,
2026-08-04,Plano SdC de Microstation,BLOR,GENERAL,12:50,13:52,Modificación hoja 003C,
2026-08-05,AOYV,DES,GENERAL,6:33,6:48,AOYV,
2026-08-05,Plano SdC de Microstation,BLOR,GENERAL,6:48,8:12,Modificación hoja 003C PLAN 11-7B  PLAN 11-4B,
2026-08-05,Plano SdC de Microstation,BLOR,GENERAL,8:12,8:26,Modificación hoja 003C PLAN 12-7B  PLAN 12-4B,
2026-08-05,Investigación en Microstation,FOR,GENERAL,8:26,9:01,Investigar como se puede activar la prioridad en Microstation  para poner los elementos en color gris (sea cual sea su nivel)  por debajo de los de color negro.,
2026-08-05,Revisión planos B302,BLOR,B302,9:01,9:21,Se cambia el número de plano en los planos de soportes.,
2026-08-05,Plano SdC de Microstation,BLOR,GENERAL,9:21,11:12,Se recortan elementos de las capas en gris para que no pisen a los textos,
2026-08-05,Plano SdC de Microstation,BLOR,GENERAL,11:12,12:01,Revisión en hojas 003XXX. Comprobación de interferencias textos con objetos  o alguna cosa que haya que mover o eliminar,
2026-08-05,Macro microstation,BLOR,GENERAL,12:01,12:08,Varios en plano .dgn de prueba. Cambio de color de los textos de todas las celdas mediante macro,
2026-08-05,Plano SdC de Microstation,BLOR,GENERAL,12:08,13:07,"Más modificaciones por RT:
1- Solo indice en negrita  el resto no.
2- Tabla de instrumentación con tipo de letra distinta al resto.
3- Tabla de control de revisiones con texto más grande que el resto del plano.
4- Página 002E textos de detalles tipo de letra distinto al resto.
5- Textos con flecha mal referenciados 003XXX",
2026-08-05,Descanso 20',DES,GENERAL,13:07,13:26,Descanso 20',
